№,БИН/ИИН,Наименование субъекта,Ссылка,Долгосрочный договор,Юридический адрес,Форма собственности,Регион оказания услуг,Дата включения в БД
7994,190940003668,"""КЛИНИКА МИПО"" ЖАУАПКЕРШІЛІГІ ШЕКТЕУЛІ СЕРІКТЕСТІГІ",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7994,Нет,"г.Алматы, Бостандыкский район",Частные организации,Алматинская область,2021-06-03 11:03:44
7993,120140013861,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ALTA LIFE""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7993,Нет,"г.Алматы, Алмалинский район",Частные организации,Алматинская область,2021-06-01 12:30:01
7984,860619302555,ИП АКБЕРГЕНОВ ДАНИЯР,https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7984,Нет,"Актюбинская область, г.Актобе, район Алматы",Частные организации,Актюбинская область,2021-06-01 10:24:43
7997,191040014653,"ТОО ""АТА-АНА МЕД"" (Клиника ""MEDISCAN"")",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7997,Нет,"г.Астана, район Сарыарка",Частные организации,г.Астана,2021-06-01 09:37:48
7986,210441014306,"ФИЛИАЛ ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ZEIN INVEST"" В ГОРОДЕ ПЕТРОПАВЛОВСК",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7986,Нет,"Северо-Казахстанская область, г.Петропавловск",Частные организации,Северо-Казахстанская область,2021-05-31 14:43:38
7960,190740019885,"ТОО ""OPTIKON-KRG""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7960,Нет,"Карагандинская область, г.Караганда, район им.Казыбек би",Частные организации,Карагандинская область,2021-05-26 18:44:34
7935,690914400057,ИП КАРАБАСОВА БОТАГОЗ,https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7935,Нет,"г.Шымкент, Аль-Фарабийский район",Частные организации,г.Шымкент,2021-05-26 18:22:22
7940,200540000356,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""MEC LAB""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7940,Нет,"г.Астана, район Есиль",Частные организации,г.Астана,2021-05-21 09:29:10
7929,170864008474,"КХ ""ЗАРУ""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7929,Нет,"Актюбинская область, Мартукский район, с.Казан",Частные организации,Актюбинская область,2021-05-14 17:20:37
7931,000940002454,"АО ""Центр сердца Шымкент""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7931,Нет,г.Шымкент,Государственные организации,г.Шымкент,2017-09-11 00:00:00
7896,151140008368,"""СТОМАТОЛОГИЧЕСКАЯ КЛИНИКА «AXIS DENT»"" ЖАУАПКЕРШІЛІГІ ШЕКТЕУЛІ СЕРІКТЕСТІГІ",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7896,Нет,"г.Алматы, Алмалинский район",Частные организации,г.Алматы,2021-05-18 11:38:50
7921,140940020341,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""EXTRAMEDICAL""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7921,Нет,"г.Алматы, Бостандыкский район",Частные организации,г.Алматы,2021-05-18 11:38:35
7925,131040025271,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛИМИБ""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7925,Нет,"г.Алматы, Жетысуский район",Частные организации,г.Алматы,2021-05-18 11:38:22
7906,141140016783,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ZEIN INVEST""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7906,Нет,"г.Астана, район Алматы",Частные организации,Северо-Казахстанская область,2021-05-14 17:38:50
7894,171241008073,"ФИЛИАЛ ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИЦИНСКАЯ КЛИНИКА ""ЦЕНТР ГЕМОДИАЛИЗА"" В ГОРОДЕ ПЕТРОПАВЛОВСК",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7894,Нет,"Северо-Казахстанская область, г.Петропавловск",Частные организации,Северо-Казахстанская область,2019-11-18 12:05:55
7861,970340000645,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮВЕНТАМЕД""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7861,Нет,"Восточно-Казахстанская область, г.Усть-Каменогорск",Частные организации,Восточно-Казахстанская область,2021-04-30 17:06:58
7854,191040006474,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОКСЕЛЬ-ЕВРАЗИЯ""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7854,Нет,"г.Алматы, Ауэзовский район",Частные организации,г.Алматы,2021-04-27 17:58:28
7850,770417403225,ИП БИСАЛИЕВА ГАЗИЗА,https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7850,Нет,"Алматинская область, Илийский район, с.Ынтымак",Частные организации,Алматинская область,2021-04-23 10:16:42
7842,200340024029,"""МЕДИЦИНСКИЙ ЦЕНТР ""АЛЬ-ФАРАБИ"""" ЖАУАПКЕРШІЛІГІ ШЕКТЕУЛІ СЕРІКТЕСТІГІ",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7842,Нет,"Жамбылская область, Сарысуский район, г.Жанатас",Частные организации,Жамбылская область,2021-04-21 17:45:40
7795,161240023436,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""MEDICAL FORTE""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7795,Нет,"г.Алматы, Алмалинский район",Частные организации,Костанайская область,2021-04-12 17:22:44
7647,940640001193,"АО ""САНАТОРИЙ КОКТЕМ""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7647,Нет,"г.Алматы, Медеуский район",Частные организации,г.Алматы,2020-11-11 09:47:49
7752,180840013382,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""SAIMED""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7752,Нет,"г.Алматы, Турксибский район",Частные организации,г.Алматы,2021-04-06 16:03:11
7743,120940014462,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОНКОЛОГИЧЕСКИЙ ЦЕНТР ""СУНКАР""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7743,Нет,"г.Алматы, Ауэзовский район",Частные организации,Павлодарская область,2021-03-29 18:33:26
7761,190240023270,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРЕВЕНТИВ МЕДИКАЛ КЕА""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7761,Нет,"г.Алматы, Алмалинский район",Частные организации,Карагандинская область,2021-03-26 18:31:59
7757,170140011597,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВОЕ ПОКОЛЕНИЕ-2017""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7757,Нет,"Костанайская область, г.Рудный",Частные организации,Костанайская область,2021-03-26 16:14:57
7738,120940014462,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОНКОЛОГИЧЕСКИЙ ЦЕНТР ""СУНКАР""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7738,Нет,"г.Алматы, Ауэзовский район",Частные организации,Западно-Казахстанская область,2021-03-25 12:40:06
7739,120940014462,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОНКОЛОГИЧЕСКИЙ ЦЕНТР ""СУНКАР""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7739,Нет,"г.Алматы, Ауэзовский район",Частные организации,Карагандинская область,2021-03-19 17:26:36
7722,191040009479,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИННОСОЛ""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7722,Нет,"г.Алматы, Бостандыкский район",Частные организации,Алматинская область,2021-03-19 16:49:21
7736,120940014462,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОНКОЛОГИЧЕСКИЙ ЦЕНТР ""СУНКАР""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7736,Нет,"г.Алматы, Ауэзовский район",Частные организации,Акмолинская область,2021-03-19 11:17:22
7745,120940014462,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОНКОЛОГИЧЕСКИЙ ЦЕНТР ""СУНКАР""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7745,Нет,"г.Алматы, Ауэзовский район",Частные организации,Северо-Казахстанская область,2021-03-18 16:44:34
7721,890724300842,ИП АМИРХАНОВ ЕРАЛЫ,https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7721,Нет,"г.Шымкент, Каратауский район",Частные организации,г.Шымкент,2021-03-18 11:57:05
7727,030140009041,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЕЧЕБНО-ОЗДОРОВИТЕЛЬНЫЙ ЦЕНТР ""УМИТ""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7727,Нет,"г.Астана, район Алматы",Частные организации,г.Астана,2021-03-17 17:26:03
7713,770417403225,ИП БИСАЛИЕВА ГАЗИЗА,https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7713,Нет,"Алматинская область, Илийский район, с.Ынтымак",Частные организации,Алматинская область,2021-03-15 15:16:36
7698,190440020759,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""EXCEL GROUP""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7698,Нет,"Атырауская область, г.Атырау",Частные организации,Атырауская область,2021-03-09 16:12:22
7665,140840018980,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКО ЛАБ""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7665,Нет,г.Шымкент,Частные организации,г.Шымкент,2017-09-13 00:00:00
7683,811216400736,ИП СЫЗДЫКОВА ЛЯЗЗАТ,https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7683,Нет,"г.Шымкент, Абайский район",Частные организации,г.Шымкент,2021-03-03 18:54:39
7679,151140014848,"ТОО ""KAZBIOTECH""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7679,Нет,"г.Астана, район Есиль",Частные организации,г.Астана,2021-03-02 18:03:51
7675,170540026609,"ТОО ""АЛЛЕРГОСКРИН""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7675,Нет,"Карагандинская область, г.Караганда, район им.Казыбек би",Частные организации,г.Астана,2021-03-02 12:11:10
7662,661126450285,ИП БЕКЕНОВА КЕНЖЕТАЙ,https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7662,Нет,"Карагандинская область, г.Караганда, район им.Казыбек би",Частные организации,Карагандинская область,2021-02-22 17:58:51
7652,980640002327,"УЧРЕЖДЕНИЕ ""БОЛЬНИЦА ПАЛЛИАТИВНОЙ ПОМОЩИ И СЕСТРИНСКОГО УХОДА ГОРОДА СЕМЕЙ""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7652,Нет,"Восточно-Казахстанская область, г.Семей",Частные организации,Восточно-Казахстанская область,2017-09-12 00:00:00
7464,191140016079,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""LabStar Kazakhstan""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7464,Нет,"г.Алматы, Алмалинский район",Частные организации,Северо-Казахстанская область,2021-02-19 09:54:41
7644,160140014430,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""CORWAY""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7644,Нет,"Павлодарская область, г.Павлодар",Частные организации,Павлодарская область,2021-02-11 18:14:53
7535,130140002520,"ТОО ""ЖАРКЕНТ-ДАУА""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7535,Нет,"Алматинская область, Карасайский район, г.Каскелен",Частные организации,Алматинская область,2018-10-15 00:00:00
7630,140840005097,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""OLYMP MEDICAL GROUP""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7630,Нет,"г.Астана, район Есиль",Частные организации,Алматинская область,2021-02-11 10:02:16
7639,181240000034,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УЛЬТРАМЕД ШИЕЛІ""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7639,Нет,"Кызылординская область, Чиилийский район, с.Шиели",Частные организации,Кызылординская область,2021-02-10 18:41:56
7642,200840022576,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЦ ДОВЕРИЕ""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7642,Нет,"Павлодарская область, г.Павлодар",Частные организации,Павлодарская область,2021-02-10 17:04:07
7640,200740024905,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""BIO LAB""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7640,Нет,"г.Астана, район Есиль",Частные организации,г.Астана,2021-02-10 16:27:36
7628,201140023006,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕНІМ LAND""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7628,Нет,"Кызылординская область, г.Кызылорда",Частные организации,Кызылординская область,2021-02-05 11:25:42
7611,680121301224,ИП НИШАНКУЛОВ КАЙРАТ,https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7611,Нет,"г.Шымкент, Аль-Фарабийский район",Частные организации,г.Шымкент,2021-02-04 12:07:34
7623,200740022790,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""LAB-CELL""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7623,Нет,"г.Астана, район Алматы",Частные организации,Кызылординская область,2021-02-03 18:29:53
7624,200740022790,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""LAB-CELL""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7624,Нет,"г.Астана, район Алматы",Частные организации,г.Астана,2021-02-03 14:47:45
7619,660416401479,ИП ИСХАКОВА ГУЛЬЖАМАЛ,https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7619,Нет,"Мангистауская область, г.Жанаозен",Частные организации,Мангистауская область,2021-01-13 18:48:04
7608,131040005613,"ТОО ""АКВА ЛАБ""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7608,Нет,"г.Алматы, Жетысуский район",Частные организации,г.Астана,2021-02-01 14:55:05
7610,191140016396,Республиканское государственное предприятие на праве хозяйственного ведения «Национальный научный центр особо опасных инфекций имени Масгута Айкимбаева» Министерства здравоохранения Республики Казахстан,https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7610,Нет,"г.Алматы, Турксибский район",Государственные организации,г.Шымкент,2021-01-29 22:18:07
7609,131040005613,"ТОО ""АКВА ЛАБ""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7609,Нет,"г.Алматы, Жетысуский район",Частные организации,Павлодарская область,2021-01-26 09:01:56
7537,140840005097,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""OLYMP MEDICAL GROUP""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7537,Нет,"г.Астана, район Есиль",Частные организации,г.Астана,2021-01-19 11:29:15
7457,170740028147,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ACCURATE DIAGNOSIS""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7457,Нет,"г.Алматы, Жетысуский район",Частные организации,г.Алматы,2017-09-12 00:00:00
7540,190540007567,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""TUR-KIT-STOM""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7540,Нет,"г.Алматы, Турксибский район",Частные организации,г.Алматы,2021-01-19 10:15:33
7541,840821300701,"ИП""ДЕМЕУ""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7541,Нет,"Мангистауская область, Каракиянский район, с.Курык",Частные организации,Мангистауская область,2021-01-13 18:47:49
7530,200340013806,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""MPT EXPERT""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7530,Нет,"Мангистауская область, г.Актау",Частные организации,Мангистауская область,2021-01-12 12:05:40
7499,051040012094,"ТОО ""ГЕПАТОЛОГИЧЕСКИЙ ЦЕНТР""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7499,Нет,"г.Астана, район Байқоңыр",Частные организации,г.Астана,2021-01-12 10:07:20
7455,170740028147,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ACCURATE DIAGNOSIS""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7455,Нет,"г.Алматы, Жетысуский район",Частные организации,Алматинская область,2021-01-11 16:33:16
7465,191140016079,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""LabStar Kazakhstan""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7465,Нет,"г.Алматы, Алмалинский район",Частные организации,Павлодарская область,2021-01-11 09:33:02
7461,170740028147,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ACCURATE DIAGNOSIS""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7461,Нет,"г.Алматы, Жетысуский район",Частные организации,Туркестанская область,2021-01-08 12:02:25
7472,191140016079,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""LabStar Kazakhstan""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7472,Нет,"г.Алматы, Алмалинский район",Частные организации,Алматинская область,2021-01-05 15:44:47
7425,180540009383,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОНКОЛОГИЧЕСКИЙ ЦЕНТР ""СУНКАР"" RT""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7425,Нет,"г.Алматы, Ауэзовский район",Частные организации,Костанайская область,2020-12-28 12:26:41
7468,191140016079,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""LabStar Kazakhstan""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7468,Нет,"г.Алматы, Алмалинский район",Частные организации,Костанайская область,2020-12-28 12:26:13
7473,191140016079,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""LabStar Kazakhstan""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7473,Нет,"г.Алматы, Алмалинский район",Частные организации,Актюбинская область,2020-12-25 19:07:11
7487,151040023516,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР ГЕМАТОЛОГИИ""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7487,Нет,"г.Астана, район Алматы",Частные организации,г.Астана,2020-10-01 15:24:49
7466,191140016079,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""LabStar Kazakhstan""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7466,Нет,"г.Алматы, Алмалинский район",Частные организации,Мангистауская область,2020-12-25 13:24:04
7469,191140016079,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""LabStar Kazakhstan""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7469,Нет,"г.Алматы, Алмалинский район",Частные организации,Жамбылская область,2020-12-24 17:16:52
7463,191140016079,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""LabStar Kazakhstan""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7463,Нет,"г.Алматы, Алмалинский район",Частные организации,Туркестанская область,2020-12-23 14:53:04
7467,191140016079,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""LabStar Kazakhstan""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7467,Нет,"г.Алматы, Алмалинский район",Частные организации,Кызылординская область,2020-12-22 18:20:25
7448,051140004661,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖАН-ЕР""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7448,Нет,"Восточно-Казахстанская область, г.Семей",Частные организации,Восточно-Казахстанская область,2018-11-29 00:00:00
7442,131040005613,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКВА ЛАБ""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7442,Нет,"г.Алматы, Жетысуский район",Частные организации,г.Астана,2020-12-21 12:27:25
7441,201040035036,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МБ-ЛАБ""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7441,Нет,"Мангистауская область, г.Актау",Частные организации,Мангистауская область,2020-12-15 16:44:05
7391,570904400761,"ИП ""Доктор Раяш""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7391,Нет,"Кызылординская область, Кармакшинский район, с.Жосалы",Частные организации,Кызылординская область,2020-12-14 17:55:44
7258,120940014462,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОНКОЛОГИЧЕСКИЙ ЦЕНТР ""СУНКАР""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7258,Нет,"г.Алматы, Ауэзовский район",Частные организации,Алматинская область,2020-12-14 14:38:40
7155,180540009383,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОНКОЛОГИЧЕСКИЙ ЦЕНТР ""СУНКАР"" RT""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7155,Нет,"г.Алматы, Ауэзовский район",Частные организации,Алматинская область,2020-12-14 14:36:53
7050,180540009383,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОНКОЛОГИЧЕСКИЙ ЦЕНТР ""СУНКАР"" RT""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7050,Нет,"г.Алматы, Ауэзовский район",Частные организации,Актюбинская область,2020-12-14 13:13:31
7405,180240029595,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИЦИНСКИЙ ЦЕНТР ЗЕРДЕ""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7405,Нет,"Восточно-Казахстанская область, г.Семей",Частные организации,Восточно-Казахстанская область,2018-09-27 00:00:00
6885,191140016396,Республиканское государственное предприятие на праве хозяйственного ведения «Национальный научный центр особо опасных инфекций имени Масгута Айкимбаева» Министерства здравоохранения Республики Казахстан,https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/6885,Нет,"г.Алматы, Турксибский район",Государственные организации,Алматинская область,2020-12-13 10:59:34
7263,120940014462,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОНКОЛОГИЧЕСКИЙ ЦЕНТР ""СУНКАР""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7263,Нет,"г.Алматы, Ауэзовский район",Частные организации,Туркестанская область,2020-12-11 18:02:05
7013,180540009383,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОНКОЛОГИЧЕСКИЙ ЦЕНТР ""СУНКАР"" RT""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7013,Нет,"г.Алматы, Ауэзовский район",Частные организации,Туркестанская область,2020-12-11 18:01:47
7286,120940014462,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОНКОЛОГИЧЕСКИЙ ЦЕНТР ""СУНКАР""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7286,Нет,"г.Алматы, Ауэзовский район",Частные организации,Кызылординская область,2020-11-20 15:00:29
7046,180540009383,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОНКОЛОГИЧЕСКИЙ ЦЕНТР ""СУНКАР"" RT""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7046,Нет,"г.Алматы, Ауэзовский район",Частные организации,Кызылординская область,2020-12-11 17:13:14
7264,150240024628,"Товарищество с ограниченной ответственностью ""ТОО спортивно-реабилитационный комплекс ""АСАР""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7264,Нет,"Алматинская область, г.Қонаев",Частные организации,Алматинская область,2020-03-16 15:13:43
6884,191140016079,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""LabStar Kazakhstan""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/6884,Нет,"г.Алматы, Алмалинский район",Частные организации,Карагандинская область,2020-12-10 15:49:10
7012,180540009383,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОНКОЛОГИЧЕСКИЙ ЦЕНТР ""СУНКАР"" RT""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7012,Нет,"г.Алматы, Ауэзовский район",Частные организации,Карагандинская область,2020-12-10 15:42:18
6881,191140016079,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""LabStar Kazakhstan""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/6881,Нет,"г.Алматы, Алмалинский район",Частные организации,Акмолинская область,2020-12-10 15:32:42
