№ Участника,Наименование участника,Ссылка,"БИН (ИНН, УНП)",ИИН,РНН
121346,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ЖЕТЫБАЙСКАЯ СЕЛЬСКАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ МАНГИСТАУСКОЙ ОБЛАСТИ",https://fms.ecc.kz/ru/register/supplierreg/show/121346,990340008961,,
121344,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ГОРОДСКАЯ ПОЛИКЛИНИКА №1"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АКИМАТА ЗАПАДНО-КАЗАХСТАНСКОЙ ОБЛАСТИ",https://fms.ecc.kz/ru/register/supplierreg/show/121344,990240004102,,
121343,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ОБЛАСТНОЙ ВЫСШИЙ МЕДИЦИНСКИЙ КОЛЛЕДЖ ГОРОДА ЖЕЗКАЗГАН"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ КАРАГАНДИНСКОЙ ОБЛАСТИ",https://fms.ecc.kz/ru/register/supplierreg/show/121343,990140002589,,
121337,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ПОЛИКЛИНИКА № 4 ГОРОДА КАРАГАНДЫ"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ КАРАГАНДИНСКОЙ ОБЛАСТИ",https://fms.ecc.kz/ru/register/supplierreg/show/121337,990140002093,,
121335,КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ «ПОЛИКЛИНИКА №1 ГОРОДА ТЕМИРТАУ» УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ КАРАГАНДИНСКОЙ ОБЛАСТИ,https://fms.ecc.kz/ru/register/supplierreg/show/121335,990140001937,,
121334,"КГП ""ПОЛИКЛИНИКА №3 ГОРОДА КАРАГАНДЫ"" УЗКО",https://fms.ecc.kz/ru/register/supplierreg/show/121334,990140001898,,
121333,"КГП ""ПОЛИКЛИНИКА №1 Г. КАРАГАНДЫ""",https://fms.ecc.kz/ru/register/supplierreg/show/121333,990140001888,,
121331,"МЕДИЦИНСКОЕ УЧРЕЖДЕНИЕ ""МЕДИКУС ЦЕНТР""",https://fms.ecc.kz/ru/register/supplierreg/show/121331,981240004163,,
121330,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""ПАВЛОДАРСКИЙ ОБЛАСТНОЙ ЦЕНТР ФТИЗИОПУЛЬМОНОЛОГИИ"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ ПАВЛОДАРСКОЙ ОБЛАСТИ АКИМАТА ПАВЛОДАРСКОЙ ОБЛАСТИ",https://fms.ecc.kz/ru/register/supplierreg/show/121330,980340001497,,
121328,"Производственный кооператив ""Нурболат""",https://fms.ecc.kz/ru/register/supplierreg/show/121328,970340003540,,
121327,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ОБЛАСТНАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ КАРАГАНДИНСКОЙ ОБЛАСТИ",https://fms.ecc.kz/ru/register/supplierreg/show/121327,960940000685,,
121324,ГКП на ПХВ «Мунайлинская районная больница» Управления здравоохранения Мангистауской Области,https://fms.ecc.kz/ru/register/supplierreg/show/121324,940340000055,,
121320,"РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""КАЗАХСКИЙ НАУЧНЫЙ ЦЕНТР ДЕРМАТОЛОГИИ И ИНФЕКЦИОННЫХ ЗАБОЛЕВАНИЙ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ КАЗАХСТАН",https://fms.ecc.kz/ru/register/supplierreg/show/121320,181240026355,,
121319,"ПАВЛОДАРСКИЙ ФИЛИАЛ ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ALMAZ MEDICAL GROUP""",https://fms.ecc.kz/ru/register/supplierreg/show/121319,181041016762,,
121317,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""POLIKLINIKA №1""",https://fms.ecc.kz/ru/register/supplierreg/show/121317,180540009630,,
121315,""" ""ДӘРІГЕР ГАЗИЗОВА"""" ЖАУАПКЕРШІЛІГІ ШЕКТЕУЛІ СЕРІКТЕСТІГІ",https://fms.ecc.kz/ru/register/supplierreg/show/121315,170540001831,,
121314,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ ""ЦЕНТР СЕМЕЙНОЙ МЕДИЦИНЫ"" НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ГОСУДАРСТВЕННОГО УЧРЕЖДЕНИЯ ""УПРАВЛЕНИЕ ЗДРАВООХРАНЕНИЯ АКТЮБИНСКОЙ ОБЛАСТИ""",https://fms.ecc.kz/ru/register/supplierreg/show/121314,170340003910,,
121313,"""НАУЧНО-КЛИНИЧЕСКИЙ ЦЕНТР НЕВРОЛОГИИ И РЕАБИЛИТАЦИИ ""АЛЬФРЕД"" ЖАУАПКЕРШІЛІГІ ШЕКТЕУЛІ СЕРІКТЕСТІГІ",https://fms.ecc.kz/ru/register/supplierreg/show/121313,161240008026,,
121312,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАЗАХСТАНСКИЙ РЕАБИЛИТАЦИОННЫЙ ЦЕНТР""",https://fms.ecc.kz/ru/register/supplierreg/show/121312,161140027821,,
121311,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЦ ШИПАГЕР""",https://fms.ecc.kz/ru/register/supplierreg/show/121311,160940030769,,
121308,"ТОО ""DARIYA-MED""",https://fms.ecc.kz/ru/register/supplierreg/show/121308,150640012222,,
121306,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РАХИМ-А""",https://fms.ecc.kz/ru/register/supplierreg/show/121306,140840006687,,
121305,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СУНКАР-ЮКО""",https://fms.ecc.kz/ru/register/supplierreg/show/121305,140840004514,,
121304,"Коммунальное государственное предприятие на праве хозяйственного ведения ""Жалагашская районная больница"" управления здравоохранения Кызылординской области""",https://fms.ecc.kz/ru/register/supplierreg/show/121304,140840001094,,
121303,"Коммунальное государственное предприятие на праве хозяйственного ведения ""Казалинская многопрофильная центральная районная больница"" управления здравоохранения Кызылординской области""",https://fms.ecc.kz/ru/register/supplierreg/show/121303,140740004907,,
121302,"КГП на ПХВ ""Кармакшинская районная больница "" Управления Здравоохраненеия Кызылординской области",https://fms.ecc.kz/ru/register/supplierreg/show/121302,140640021292,,
121301,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ШИЕЛИЙСКАЯ МНОГОПРОФИЛЬНАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ КЫЗЫЛОРДИНСКОЙ ОБЛАСТИ""",https://fms.ecc.kz/ru/register/supplierreg/show/121301,140640020390,,
121299,"КЫЗЫЛОРДИНСКИЙ ФИЛИАЛ ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ - ""МЫРЗА-ХАН""",https://fms.ecc.kz/ru/register/supplierreg/show/121299,140241003649,,
121298,"КГП на ПХВ ""АРАЛЬСКАЯ МНОГОПРОФИЛЬНАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",https://fms.ecc.kz/ru/register/supplierreg/show/121298,140140016919,,
121297,"ФИЛИАЛ ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЕФРОС АЗИЯ "" В ГОРОДЕ КОСТАНАЙ",https://fms.ecc.kz/ru/register/supplierreg/show/121297,131141002638,,
121296,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ПОЛИКЛИНИКА № 3 ГОРОДА ПАВЛОДАРА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ ПАВЛОДАРСКОЙ ОБЛАСТИ, АКИМАТА ПАВЛОДАРСКОЙ ОБЛАСТИ",https://fms.ecc.kz/ru/register/supplierreg/show/121296,130740024177,,
121295,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ПАВЛОДАРСКИЙ ОБЛАСТНОЙ КАРДИОЛОГИЧЕСКИЙ ЦЕНТР"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ ПАВЛОДАРСКОЙ ОБЛАСТИ, АКИМАТА ПАВЛОДАРСКОЙ ОБЛАСТИ",https://fms.ecc.kz/ru/register/supplierreg/show/121295,130140000465,,
121292,"Коммунальное государственное предприятие на праве хозяйственного ведения ""Городская поликлиника № 3"" управления здравоохранения Кызылординской области""",https://fms.ecc.kz/ru/register/supplierreg/show/121292,110940004403,,
121291,"ТОО ""УроМед""",https://fms.ecc.kz/ru/register/supplierreg/show/121291,110740006422,,
121289,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""БУРЛИНСКАЯ РАЙОННАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АКИМАТА ЗАПАДНО-КАЗАХСТАНСКОЙ ОБЛАСТИ",https://fms.ecc.kz/ru/register/supplierreg/show/121289,110240019426,,
121288,"ПАВЛОДАРСКИЙ ФИЛИАЛ ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЫРЗА-ХАН""",https://fms.ecc.kz/ru/register/supplierreg/show/121288,100641020209,,
121286,Государственное коммунальное предприятие на праве хозяйственного ведения «Келесская районная больница «Абай» управления здравоохранения Туркестанской области,https://fms.ecc.kz/ru/register/supplierreg/show/121286,091040010372,,
121285,"Государственное коммунальное предприятия на праве хозяйственного ведения ""Мактааральская районная больница ""Мырзакент"" управления здравоохранения Туркестанской области",https://fms.ecc.kz/ru/register/supplierreg/show/121285,091040002946,,
121284,ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ «ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА БАЙДИБЕК» УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ ТУРКЕСТАНСКОЙ ОБЛАСТИ,https://fms.ecc.kz/ru/register/supplierreg/show/121284,091040001056,,
121283,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЯ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ЖЕТЫСАЙСКАЯ РАЙОННАЯ БОЛЬНИЦА ""АСЫКАТА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ ТУРКЕСТАНСКОЙ ОБЛАСТИ",https://fms.ecc.kz/ru/register/supplierreg/show/121283,091040000395,,
121282,"Государственное коммунальное предприятие на праве хозяйственного ведения ""Ленгерская городская поликлиника"" управления здравоохранения Туркестанской области",https://fms.ecc.kz/ru/register/supplierreg/show/121282,090940018744,,
121281,"Государственное коммунальное предприятие на праве хозяйственного ведения ""Жетысайская центральная районная больница"" управления здравоохранения Туркестанской области",https://fms.ecc.kz/ru/register/supplierreg/show/121281,090940018586,,
121280,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""АРШАЛЫНСКАЯ РАЙОННАЯ БОЛЬНИЦА"" ПРИ УПРАВЛЕНИИ ЗДРАВООХРАНЕНИЯ АКМОЛИНСКОЙ ОБЛАСТИ",https://fms.ecc.kz/ru/register/supplierreg/show/121280,090340005863,,
121277,"БАТЫС ҚАЗАҚСТАН ОБЛЫСЫНЫҢ ӘКІМДІГІ ДЕНСАУЛЫҚ САҚТАУ БАСҚАРМАСЫНЫҢ ""БӘЙТЕРЕК АУДАНДЫҚ АУРУХАНАСЫ"" ШАРУАШЫЛЫҚ ЖҮРГІЗУ ҚҰҚЫҒЫНДАҒЫ МЕМЛЕКЕТТІК КОММУНАЛДЫҚ КӘСІПОРЫНЫ",https://fms.ecc.kz/ru/register/supplierreg/show/121277,070740006234,,
121276,ГОСУДАРСТВЕННОГО КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ «АКЖАИКСКАЯ РАЙОННАЯ БОЛЬНИЦА» УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АКИМАТА ЗАПАДНО-КАЗАХСТАНСКОЙ ОБЛАСТИ,https://fms.ecc.kz/ru/register/supplierreg/show/121276,070740006145,,
121275,"ГКП НА ПХВ ""2-БОЛЬНИЦА РАЙОНА БӘЙТЕРЕК"" УЗ АКИМАТА ЗКО",https://fms.ecc.kz/ru/register/supplierreg/show/121275,070740002727,,
121274,"ТОО ""ГАРАНТ-7""",https://fms.ecc.kz/ru/register/supplierreg/show/121274,070540013527,,
121273,"АТЫРАУ ОБЛЫСЫ ДЕНСАУЛЫҚ САҚТАУ БАСҚАРМАСЫНЫҢ ""МАХАМБЕТ АУДАНДЫҚ АУРУХАНАСЫ"" ШАРУАШЫЛЫҚ ЖҮРГІЗУ ҚҰҚЫҒЫНДАҒЫ КОММУНАЛДЫҚ МЕМЛЕКЕТТІК КӘСІПОРНЫ",https://fms.ecc.kz/ru/register/supplierreg/show/121273,070140004523,,
121272,"""АҚТӨБЕ ОБЛЫСЫНЫҢ ДЕНСАУЛЫҚ САҚТАУ БАСҚАРМАСЫ"" МЕМЛЕКЕТТІК МЕКЕМЕСІНІҢ ШАРУАШЫЛЫҚ ЖҮРГІЗУ ҚҰҚЫҒЫНДАҒЫ ""ОЙЫЛ АУДАНДЫҚ АУРУХАНАСЫ"" МЕМЛЕКЕТТІК КОММУНАЛДЫҚ КӘСІПОРЫНЫ",https://fms.ecc.kz/ru/register/supplierreg/show/121272,060440006310,,
121271,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""САРЫКОЛЬСКАЯ РАЙОННАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АКИМАТА КОСТАНАЙСКОЙ ОБЛАСТИ",https://fms.ecc.kz/ru/register/supplierreg/show/121271,060340005705,,
121270,"ГКП НА ПХВ ""АКТАУСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА №1"" УЗ МО",https://fms.ecc.kz/ru/register/supplierreg/show/121270,050740003840,,
121269,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ПОЛИКЛИНИКА № 3 ГОРОДА ЭКИБАСТУЗА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ ПАВЛОДАРСКОЙ ОБЛАСТИ, АКИМАТА ПАВЛОДАРСКОЙ ОБЛАСТИ",https://fms.ecc.kz/ru/register/supplierreg/show/121269,030740003609,,
121265,"ТОО ""Danelclinic""",https://fms.ecc.kz/ru/register/supplierreg/show/121265,021140007244,,
121264,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ ""ОБЛАСТНАЯ ДЕТСКАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА"" НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ГОСУДАРСТВЕННОГО УЧРЕЖДЕНИЯ ""УПРАВЛЕНИЕ ЗДРАВООХРАНЕНИЯ АКТЮБИНСКОЙ ОБЛАСТИ""",https://fms.ecc.kz/ru/register/supplierreg/show/121264,020640002675,,
121263,"ГКП на ПХВ ""Алакольская центральная районная больница"" ГУ ""Управление здравоохранения области Жетісу""",https://fms.ecc.kz/ru/register/supplierreg/show/121263,020240004131,,
121260,"Коммунальное государственное предприятие на праве хозяйственного ведения ""Больница района Тереңкөл"" управления здравоохранения Павлодарской области ,акимата Павлодарской области",https://fms.ecc.kz/ru/register/supplierreg/show/121260,010240002591,,
121258,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""БАЯНАУЛЬСКАЯ РАЙОННАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ ПАВЛОДАРСКОЙ ОБЛАСТИ,АКИМАТА ПАВЛОДАРСКОЙ ОБЛАСТИ",https://fms.ecc.kz/ru/register/supplierreg/show/121258,010240002480,,
121257,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ЖЕЛЕЗИНСКАЯ РАЙОННАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ ПАВЛОДАРСКОЙ ОБЛАСТИ, АКИМАТА ПАВЛОДАРСКОЙ ОБЛАСТИ",https://fms.ecc.kz/ru/register/supplierreg/show/121257,010140002477,,
121255,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""УСПЕНСКАЯ РАЙОННАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ ПАВЛОДАРСКОЙ ОБЛАСТИ, АКИМАТА ПАВЛОДАРСКОЙ ОБЛАСТИ",https://fms.ecc.kz/ru/register/supplierreg/show/121255,010140002249,,
121254,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ЩЕРБАКТИНСКАЯ РАЙОННАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ ПАВЛОДАРСКОЙ ОБЛАСТИ, АКИМАТА ПАВЛОДАРСКОЙ ОБЛАСТИ",https://fms.ecc.kz/ru/register/supplierreg/show/121254,010140001151,,
121253,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ «ИРТЫШСКАЯ РАЙОННАЯ БОЛЬНИЦА» УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ ПАВЛОДАРСКОЙ ОБЛАСТИ, АКИМАТА ПАВЛОДАРСКОЙ ОБЛАСТИ.",https://fms.ecc.kz/ru/register/supplierreg/show/121253,010140000986,,
121252,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТОМАТОЛОГИЯ""",https://fms.ecc.kz/ru/register/supplierreg/show/121252,000640003997,,
121250,"КГП на ПХВ ""Больница Улытауского района"" УЗОҰ",https://fms.ecc.kz/ru/register/supplierreg/show/121250,000540002420,,
121247,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДИЦИНСКИЙ ЦЕНТР ДОКТОРА ОРЫНБАЕВА""",https://fms.ecc.kz/ru/register/supplierreg/show/121247,000540002221,,
121227,,https://fms.ecc.kz/ru/register/supplierreg/show/121227,,861127451082,
121187,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФИРМА ЕВРОСЕРВИС-ИСТ""",https://fms.ecc.kz/ru/register/supplierreg/show/121187,151040018689,,
121127,,https://fms.ecc.kz/ru/register/supplierreg/show/121127,,890718450080,
121067,"""ЛЕРОМ"" ЖАУАПКЕРШІЛІГІ ШЕКТЕУЛІ СЕРІКТЕСТІГІ",https://fms.ecc.kz/ru/register/supplierreg/show/121067,030240003741,,
121007,"ОБЩЕСТВЕННОЕ ОБЪЕДИНЕНИЕ ""ФИЗКУЛЬТУРНО-СПОРТИВНОЕ ОБЩЕСТВО ""ДИНАМО"" (РЕСПУБЛИКАНСКИЙ СТАТУС)",https://fms.ecc.kz/ru/register/supplierreg/show/121007,940440001126,,
120887,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""CLEVER MEDICAL""",https://fms.ecc.kz/ru/register/supplierreg/show/120887,170240009132,,
120767,"РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""КОМИТЕТ КОНТРОЛЯ КАЧЕСТВА И БЕЗОПАСНОСТИ ТОВАРОВ И УСЛУГ МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ КАЗАХСТАН""",https://fms.ecc.kz/ru/register/supplierreg/show/120767,190540020277,,
120687,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АШИР И К""",https://fms.ecc.kz/ru/register/supplierreg/show/120687,190140012876,,
120567,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""PHARMALOGICA""",https://fms.ecc.kz/ru/register/supplierreg/show/120567,150240017358,,
120563,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ГОРОДСКОЙ ДИАГНОСТИЧЕСКИЙ ЦЕНТР"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ ГОРОДА ШЫМКЕНТ",https://fms.ecc.kz/ru/register/supplierreg/show/120563,990940000938,,
120562,"ФИЛИАЛ ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАЗАХСКИЙ ОРДЕНА ""ЗНАК ПОЧЕТА"" НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ГЛАЗНЫХ БОЛЕЗНЕЙ"" В ГОРОДЕ ШЫМКЕНТ",https://fms.ecc.kz/ru/register/supplierreg/show/120562,140241026509,,
120561,"ШЫМКЕНТ ҚАЛАСЫНЫҢ ДЕНСАУЛЫҚ САҚТАУ БАСҚАРМАСЫНЫҢ ШАРУАШЫЛЫҚ ЖҮРГІЗУ ҚҰҚЫҒЫНДАҒЫ ""ЖЕДЕЛ МЕДИЦИНАЛЫҚ ЖӘРДЕМ КӨРСЕТУ СТАНЦИЯСЫ"" МЕМЛЕКЕТТІК КОММУНАЛДЫҚ КӘСІПОРНЫ",https://fms.ecc.kz/ru/register/supplierreg/show/120561,070340009899,,
120560,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""МЕДИЦИНСКИЙ ЦЕНТР ПСИХИЧЕСКОГО ЗДОРОВЬЯ"" АКИМАТА ГОРОДА АСТАНЫ",https://fms.ecc.kz/ru/register/supplierreg/show/120560,990640001472,,
120558,"Коммунальное государственное предприятие на праве хозяйственного ведения ""Поликлиника № 7 города Семей"" управления здравоохранения области Абай",https://fms.ecc.kz/ru/register/supplierreg/show/120558,990340001914,,
120557,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""КОСТАНАЙСКАЯ ОБЛАСТНАЯ ДЕТСКАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АКИМАТА КОСТАНАЙСКОЙ ОБЛАСТИ",https://fms.ecc.kz/ru/register/supplierreg/show/120557,990240003362,,
120556,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""ЖАМБЫЛСКИЙ ОБЛАСТНОЙ ЦЕНТР ПО ПРОФИЛАКТИКЕ И БОРЬБЕ С СИНДРОМОМ ПРИОБРЕТЕННОГО ИММУНОДЕФИЦИТА УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АКИМАТА ЖАМБЫЛСКОЙ ОБЛАСТИ""",https://fms.ecc.kz/ru/register/supplierreg/show/120556,990240002730,,
120555,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЯ ""КАРГАЛИНСКАЯ РАЙОННАЯ БОЛЬНИЦА"" НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ГОСУДАРСТВЕННОГО УЧРЕЖДЕНИЯ ""УПРАВЛЕНИЕ ЗДРАВООХРАНЕНИЯ АКТЮБИНСКОЙ ОБЛАСТИ""",https://fms.ecc.kz/ru/register/supplierreg/show/120555,990140004575,,
120554,"Коммунальное государственное предприятие на праве хозяйственного ведения ""Многопрофильная областная больница"" управления здравоохранения Кызылординской области""",https://fms.ecc.kz/ru/register/supplierreg/show/120554,990140001967,,
120553,"ГКП НА ПХВ ""ОБЛАСТНОЙ ДЕТСКИЙ РЕАБИЛИТАЦИОННЫЙ ЦЕНТР ""БУРАБАЙ"" ПРИ УПРАВЛЕНИИ ЗДРАВООХРАНЕНИЯ АКМОЛИНСКОЙ ОБЛАСТИ",https://fms.ecc.kz/ru/register/supplierreg/show/120553,980440001659,,
120552,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""АЛТЫНСАРИНСКАЯ РАЙОННАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АКИМАТА КОСТАНАЙСКОЙ ОБЛАСТИ",https://fms.ecc.kz/ru/register/supplierreg/show/120552,961240001105,,
